DOC_CD,DOC_DEPT_CD,DOC_ID,DOC_VERS_NO,DOC_DSCR,CONTRACT_SYNOPSIS,CONTRACT_CONTACT_NM,CONTRACT_CONTACT_VOICE_PH_NO,CONTRACT_CONTACT_EMAIL_AD,MA_PRCH_LMT_AM,MA_ITD_ORD_AM,MA_DO_RFED_AM,EFBGN_DT,EFEND_DT,GNRC_PO_RPT_1,RPT_DSCR,BRD_AWD_DT,BRD_AWD_NO,CAT_DSCR,DOC_VEND_LN_NO,VEND_CUST_CD,LGL_NM,ALIAS_NM,SO_DOC_CD,SO_DOC_DEPT_CD,SO_DOC_ID,TODAY,ROW_KEY
CT,6100,22082600851,1,ONION CREEK RECLAIMED WATER MAIN PHASE 1,,Contract and Land Management Department,unknown,unknown,8252332,8252332,3583833.7,08/08/2023,,10,Competitive Acquisition,07/30/0022,38,Construction,1,AUS8321418,AUSTIN UNDERGROUND INC,N/A,IFB,6100,CLMC876,12/09/2024,CT6100220826008511AUS8321418
MA,6100,PA150000005,47,2015 GENERAL ARCHITECTURAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4000000,3150902.7,2985359.34,01/29/2015,01/28/2024,55,Pers / Prof / Plan Svcs (252),10/18/0014,4,Sole and Single Source,1,ARC7068555,AUSTIN ARCHITECTURE PLUS INC,ARCHITECTURE + PLUS AKA ARCHITECTURE PLUS,RFQS,6100,CLMP158,12/09/2024,MA6100PA15000000547ARC7068555
MA,5000,NA240000004,1,TOWING FROM CITY FACILITIES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,296000,0,0,10/16/2023,10/16/2028,10,Competitive Acquisition,,ADMIN,Non-Professional Services,1,V00000922862,ARQ ENTERPRISES,ATX VIP TOWING,RFP,5000,JOG3015,12/09/2024,MA5000NA2400000041V00000922862
MA,6100,PA170000034,23,2017 LARGE DIAMETER WTR & WASTEWATER PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,9999999.9,9419051.52,8516085.68,03/17/2017,12/31/2023,55,Pers / Prof / Plan Svcs (252),12/17/0016,2,Sole and Single Source,10,CHI7027035,CP&Y INC,STV INFRASTRUCTURE,RFQS,6100,CLMP201,12/09/2024,MA6100PA17000003423CHI7027035
MA,5800,NA230000060,1,ACTUARIAL AND CONSULTING SERVICES FOR THE BENEFIT PROGRAMS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,2800000,530416.69,296250.03,02/23/2023,02/22/2029,10,Competitive Acquisition,02/25/0023,25,Non-Professional Services,1,GAL8317852,GALLAGHER BENEFIT SERVICES INC,ARTHUR J GALLAGHER & CO,RFP,5800,BYS3024,12/09/2024,MA5800NA2300000601GAL8317852
MA,6100,PA180000016,5,"ABIA CONSTRUCTION MAT, GEOTECHNICAL & FORENSIC ENG SRVCS",,Capital Contracting Office,unknown,unknown,15000000,3304066.21,2355391.85,03/28/2018,03/28/2024,55,Pers / Prof / Plan Svcs (252),02/17/0018,9,Sole and Single Source,2,RAB3833500,"RABA KISTNER, INC.",N/A,RFQS,6100,CLMP236,12/09/2024,MA6100PA1800000165RAB3833500
MA,6100,PA110000004,46,WATER AND WASTEWATER PIPELINE ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,7500000,6873880.86,6690764.03,11/18/2010,12/31/2025,10,Competitive Acquisition,11/20/0010,11,Professional Services,7,RAY1093500,RAYMOND CHAN & ASSOC INC,N/A,RFQS,6100,CLMP042,12/09/2024,MA6100PA11000000446RAY1093500
MA,6100,PA110000043,41,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4694846.66,4666834.5,04/21/2011,12/31/2023,10,Competitive Acquisition,04/23/0011,10,Professional Services,11,BUR0879750,BURY HOLDINGS INC,BURY-AUS INC OR BURY INC,RFQS,6100,CLMP058A,12/09/2024,MA6100PA11000004341BUR0879750
MA,6100,PA210000056,4,"AE STAFF AUGMENTATION, ENG. AND REL. ENG SERVICES RL",,Capital Contracting Office,unknown,unknown,48375000,33260542.71,17445278.85,04/19/2021,05/02/2026,55,Pers / Prof / Plan Svcs (252),03/06/0021,17,Sole and Single Source,1,HDR8318192,HDR ENGINEERING INC,N/A,RFQS,6100,CLMP312,12/09/2024,MA6100PA2100000564HDR8318192
MA,6100,PA220000067,3,2022 LARGE DIAMETER W&WW PIPELINE ENG SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,24000000,5999352.57,954325.13,08/08/2022,12/31/2025,10,Competitive Acquisition,05/21/0022,1,Professional Services,2,BRO8318275,"BGE, INC",BROWN & GAY ENGINEERS INC,RFQS,6100,CLMP331,12/09/2024,MA6100PA2200000673BRO8318275
CT,6100,22090800881,2,GOVALLE SITE DOMESTIC WASTEWATER SERVICE IMPROVEMENTS,,Contract and Land Management Department,unknown,unknown,1199428,1199428,0,08/15/2023,,10,Competitive Acquisition,09/03/0022,27,Commodities (Goods),1,V00000976701,"UDELHOVEN, INC.",N/A,IFB,6100,CLMC918A,12/09/2024,CT6100220908008812V00000976701
CT,6100,22090800882,1,DOWNTOWN WAYFINDING IMPLEMENTATION 2.0,,Contract and Land Management Department,unknown,unknown,1251216,1251216,0,09/09/2022,,10,Competitive Acquisition,09/03/0022,35,Non-Professional Services,1,V00000914992,"COLOR-AD, INC",N/A,IFB,6100,CLMC929,12/09/2024,CT6100220908008821V00000914992
MA,6100,PA230000057,1,2023 SUBSURFACE UTILITY ENGINEERING (SUE) SERVICES RL,,Capital Contracting Office,unknown,unknown,4800000,0,0,02/28/2023,02/28/2027,10,Competitive Acquisition,11/17/0022,33,Professional Services,4,SUR7046940,SURVEYING AND MAPPING LLC,SAM LLC,RFQS,6100,CLMP316,12/09/2024,MA6100PA2300000571SUR7046940
MA,6100,PA230000057,1,2023 SUBSURFACE UTILITY ENGINEERING (SUE) SERVICES RL,,Capital Contracting Office,unknown,unknown,4800000,0,0,02/28/2023,02/28/2027,10,Competitive Acquisition,11/17/0022,33,Professional Services,5,V00000964614,"T2 UES, INC.",T2 UTILITY ENGINEERS,RFQS,6100,CLMP316,12/09/2024,MA6100PA2300000571V00000964614
MA,6100,PA150000002,36,2014 ENVIRONMENTAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4800000,4381512.65,4159736.6,08/28/2014,12/31/2024,10,Competitive Acquisition,08/30/0014,22,Professional Services,6,INT8308241,"INTERA, INC",N/A,RFQS,6100,CLMP150,12/09/2024,MA6100PA15000000236INT8308241
MA,6100,PA160000003,43,2015 FLOOD HAZARD MITIGATION ROTATION LIST,,Contract and Land Management Department,unknown,unknown,15000000,14194345.25,12612801.64,08/13/2015,12/31/2024,55,Pers / Prof / Plan Svcs (252),08/15/0015,3,Sole and Single Source,5,HAL7038625,HALFF ASSOCIATES INC,HALFF,RFQS,6100,CLMP174,12/09/2024,MA6100PA16000000343HAL7038625
MA,6100,PA160000003,43,2015 FLOOD HAZARD MITIGATION ROTATION LIST,,Contract and Land Management Department,unknown,unknown,15000000,14194345.25,12612801.64,08/13/2015,12/31/2024,55,Pers / Prof / Plan Svcs (252),08/15/0015,3,Sole and Single Source,3,LOC2921000,LOCKWOOD ANDREWS & NEWNAM INC,N/A,RFQS,6100,CLMP174,12/09/2024,MA6100PA16000000343LOC2921000
MA,6100,PA230000075,1,2023 TRANSPORTATION ENGINEERING SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,30000000,1206944.74,47770.4,05/01/2023,04/30/2026,10,Competitive Acquisition,02/25/0023,17,Professional Services,14,V00000926225,VOLKERT INC.,N/A,RFQS,6100,CLMP338,12/09/2024,MA6100PA2300000751V00000926225
MA,6100,PA230000075,1,2023 TRANSPORTATION ENGINEERING SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,30000000,1206944.74,47770.4,05/01/2023,04/30/2026,10,Competitive Acquisition,02/25/0023,17,Professional Services,2,V00000974415,"JOHNSON, MIRMIRAN & THOMPSON, INC.",N/A,RFQS,6100,CLMP338,12/09/2024,MA6100PA2300000751V00000974415
MA,6100,PA230000075,1,2023 TRANSPORTATION ENGINEERING SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,30000000,1206944.74,47770.4,05/01/2023,04/30/2026,10,Competitive Acquisition,02/25/0023,17,Professional Services,13,VS0000035279,DKS ASSOCIATES,DKS ASSOCIATES,RFQS,6100,CLMP338,12/09/2024,MA6100PA2300000751VS0000035279
MA,6100,PA190000022,12,2018 SURVEYING SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,6300000,3883002.09,3029866.8,01/09/2019,01/09/2024,55,Pers / Prof / Plan Svcs (252),11/17/0018,004,Sole and Single Source,11,ZAM8305129,ZAMORA LLC,ZWA,RFQS,6100,CLMP239,12/09/2024,MA6100PA19000002212ZAM8305129
MA,6100,PA200000014,18,2019 SMALL DIAMETER W & WW PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,8400000,6298940.49,4386045.43,11/14/2019,12/31/2023,10,Competitive Acquisition,09/21/0019,16,Professional Services,5,COB7111480,COBB FENDLEY & ASSOC INC,N/A,RFQS,6100,CLMP263,12/09/2024,MA6100PA20000001418COB7111480
MA,6100,PA200000014,18,2019 SMALL DIAMETER W & WW PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,8400000,6298940.49,4386045.43,11/14/2019,12/31/2023,10,Competitive Acquisition,09/21/0019,16,Professional Services,12,VC0000101638,TETRA TECH INC,N/A,RFQS,6100,CLMP263,12/09/2024,MA6100PA20000001418VC0000101638
MA,6100,PA200000014,18,2019 SMALL DIAMETER W & WW PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,8400000,6298940.49,4386045.43,11/14/2019,12/31/2023,10,Competitive Acquisition,09/21/0019,16,Professional Services,11,VS0000032004,"WALKER PARTNERS, LLC",N/A,RFQS,6100,CLMP263,12/09/2024,MA6100PA20000001418VS0000032004
MA,6100,PA200000049,4,2020 DSD CONSTRUCTION MATERIALS ENGINEERING SERVICES RL,,Capital Contracting Office,unknown,unknown,5000000,4432500,2681402.47,05/07/2020,12/31/2024,10,Competitive Acquisition,03/28/0020,7,Professional Services,1,V00000923991,"KLEINFELDER, INC.",KLEINFELDER,RFQS,6100,CLMP285,12/09/2024,MA6100PA2000000494V00000923991
MA,6100,PA200000049,4,2020 DSD CONSTRUCTION MATERIALS ENGINEERING SERVICES RL,,Capital Contracting Office,unknown,unknown,5000000,4432500,2681402.47,05/07/2020,12/31/2024,10,Competitive Acquisition,03/28/0020,7,Professional Services,3,V00000939833,"HVJ SOUTH CENTRAL TEXAS - M&J, INC.",N/A,RFQS,6100,CLMP285,12/09/2024,MA6100PA2000000494V00000939833
MA,7800,NA220000109,2,VEHICLE WASHING & CLEANING SERVICES - CENTRAL & NORTH,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,400000,210943.03,121770.48,10/07/2022,10/06/2027,10,Competitive Acquisition,09/03/0022,22,Non-Professional Services,1,VC0000102251,JOLLYVILLE CAR WASH INC,ARBOR CAR WASH,IFB,7800,BRS1039,12/09/2024,MA7800NA2200001092VC0000102251
MA,6100,PA110000043,41,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4694846.66,4666834.5,04/21/2011,12/31/2023,10,Competitive Acquisition,04/23/0011,10,Professional Services,4,KUR7069150,KURKJIAN ENGINEERING CORP,N/A,RFQS,6100,CLMP058A,12/09/2024,MA6100PA11000004341KUR7069150
MA,6100,PA110000043,41,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4694846.66,4666834.5,04/21/2011,12/31/2023,10,Competitive Acquisition,04/23/0011,10,Professional Services,13,KUR8303988,KURKJIAN ENGINEERING CORP,N/A,RFQS,6100,CLMP058A,12/09/2024,MA6100PA11000004341KUR8303988
MA,6100,PA110000043,41,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4694846.66,4666834.5,04/21/2011,12/31/2023,10,Competitive Acquisition,04/23/0011,10,Professional Services,1,LOC2921000,LOCKWOOD ANDREWS & NEWNAM INC,N/A,RFQS,6100,CLMP058A,12/09/2024,MA6100PA11000004341LOC2921000
MA,6100,PA110000043,41,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4694846.66,4666834.5,04/21/2011,12/31/2023,10,Competitive Acquisition,04/23/0011,10,Professional Services,6,MAR3044500,MWM DESIGNGROUP INC,"MWM DESIGNGROUP OR MARTINEZ, WRIGHT AND MENDEZ INC",RFQS,6100,CLMP058A,12/09/2024,MA6100PA11000004341MAR3044500
MA,6100,PA110000043,41,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4694846.66,4666834.5,04/21/2011,12/31/2023,10,Competitive Acquisition,04/23/0011,10,Professional Services,7,SBI8309599,S & B INFRASTRUCTURE LTD,N/A,RFQS,6100,CLMP058A,12/09/2024,MA6100PA11000004341SBI8309599
MA,6100,PA110000043,41,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4694846.66,4666834.5,04/21/2011,12/31/2023,10,Competitive Acquisition,04/23/0011,10,Professional Services,16,STA8322756,STANTEC CONSULTING SERVICES INC,N/A,RFQS,6100,CLMP058A,12/09/2024,MA6100PA11000004341STA8322756
MA,6100,PA110000043,41,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4694846.66,4666834.5,04/21/2011,12/31/2023,10,Competitive Acquisition,04/23/0011,10,Professional Services,15,V00000934970,RILEY MOUNTAIN ENGINEERING LLC,N/A,RFQS,6100,CLMP058A,12/09/2024,MA6100PA11000004341V00000934970
MA,6100,PA110000043,41,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4694846.66,4666834.5,04/21/2011,12/31/2023,10,Competitive Acquisition,04/23/0011,10,Professional Services,9,VIC7091950,VICKREY & ASSOC LLC,N/A,RFQS,6100,CLMP058A,12/09/2024,MA6100PA11000004341VIC7091950
MA,6100,PA110000043,41,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4694846.66,4666834.5,04/21/2011,12/31/2023,10,Competitive Acquisition,04/23/0011,10,Professional Services,3,WES5125100,WESTON SOLUTIONS INC,"WESTON SOLUTIONS, INC.",RFQS,6100,CLMP058A,12/09/2024,MA6100PA11000004341WES5125100
MA,6100,PA110000062,53,2011 SMALL SCALE CIVIL ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,6400000,5986267.8,5573886.17,06/23/2011,12/31/2024,10,Competitive Acquisition,06/25/0011,13,Professional Services,15,ASS7108715,ASSOCIATED CONSULTING ENGINEERS INC,N/A,RFQS,6100,CLMP080,12/09/2024,MA6100PA11000006253ASS7108715
MA,6100,SA230000002,1,ATD STREET DESIGN STAFF AUGMENTATION,,Capital Contracting Office,unknown,unknown,22000000,1949181.34,791128.46,12/20/2022,12/31/2028,10,Competitive Acquisition,11/05/0022,5,Professional Services,1,VS0000034186,"TOOLE DESIGN GROUP, LLC",N/A,RFQS,6100,CLMP341,12/09/2024,MA6100SA2300000021VS0000034186
CT,6100,22102400032,2,HIGHLAND AND BROWNIE NEIGHBORHOOD PARKS,,Contract and Land Management Department,unknown,unknown,3754057.57,3754057.57,2252318.55,08/21/2023,,10,Competitive Acquisition,10/15/0022,12,Construction,1,BAR7111710,RODRIGUEZ BARR INC,THE BARR CO AIA,IFB,6100,CLMC899,12/09/2024,CT6100221024000322BAR7111710
CT,6100,22110200046,13,PALMER EVENTS CENTER PLUMBING AND RESTROOM UPGRADE - RE-BID,,Contract and Land Management Department,unknown,unknown,4022347.23,4022347.23,1440028.04,05/03/2023,,10,Competitive Acquisition,10/15/0022,72,Construction,1,V00000962142,"VELIZ COMPANY, LLC",VELIZ CONSTRUCTION,IFB,6100,CLMC910A,12/09/2024,CT61002211020004613V00000962142
MA,6100,PA110000062,53,2011 SMALL SCALE CIVIL ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,6400000,5986267.8,5573886.17,06/23/2011,12/31/2024,10,Competitive Acquisition,06/25/0011,13,Professional Services,18,V00000928407,URBAN DESIGN GROUP PC,N/A,RFQS,6100,CLMP080,12/09/2024,MA6100PA11000006253V00000928407
MA,6100,PA110000062,53,2011 SMALL SCALE CIVIL ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,6400000,5986267.8,5573886.17,06/23/2011,12/31/2024,10,Competitive Acquisition,06/25/0011,13,Professional Services,19,V00000929443,"DUNAWAY ASSOCIATES, LLC",N/A,RFQS,6100,CLMP080,12/09/2024,MA6100PA11000006253V00000929443
MA,6100,PA110000062,53,2011 SMALL SCALE CIVIL ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,6400000,5986267.8,5573886.17,06/23/2011,12/31/2024,10,Competitive Acquisition,06/25/0011,13,Professional Services,2,VC0000100167,MALONE/WHEELER INC,N/A,RFQS,6100,CLMP080,12/09/2024,MA6100PA11000006253VC0000100167
MA,6100,PA110000062,53,2011 SMALL SCALE CIVIL ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,6400000,5986267.8,5573886.17,06/23/2011,12/31/2024,10,Competitive Acquisition,06/25/0011,13,Professional Services,16,VS0000031705,"HAGOOD ENGINEERING ASSOCIATES, INC.",N/A,RFQS,6100,CLMP080,12/09/2024,MA6100PA11000006253VS0000031705
CT,6100,22030700402,7,DAVIS & HANDCOX WTP POLYMER FEED SYS (2018 FLOOD RES. IMPMT),,Contract and Land Management Department,unknown,unknown,8438658,8438658,5750718.26,03/11/2022,,10,Competitive Acquisition,03/05/0022,5,Construction,1,MAT8308109,"MATOUS CONSTRUCTION II, LTD","MATOUS CONSTRUCTION, LTD OR MATOUS CONSTRUCTION",IFB,6100,CLMC883,12/09/2024,CT6100220307004027MAT8308109
CT,6100,22040600497,7,SW ALLANDALE NEIGHBORHOOD WWW SYSTEM REHABILITATION,,Contract and Land Management Department,unknown,unknown,5531517.5,5531517.5,5086971.17,08/03/2022,,10,Competitive Acquisition,03/26/0022,22,Construction,1,V00000974819,CEDAR HILLS CONSTRUCTION LLC,N/A,IFB,6100,CLMC892,12/09/2024,CT6100220406004977V00000974819
CT,6100,22041100508,6,BURNET RD CORRIDOR-KOENIG LN INTERSECTION TO WHITE HORSE TRL,,Contract and Land Management Department,unknown,unknown,2862941.1,2862941.1,2846521.38,10/11/2022,,10,Competitive Acquisition,04/09/0022,16,Construction,1,DEN8303211,DENUCCI CONSTRUCTORS L L C,N/A,IFB,6100,CLMC894,12/09/2024,CT6100220411005086DEN8303211
CT,6100,22042500525,3,DAVIS WTP FILTER MEDIA TANK IMPROVEMENTS,,Contract and Land Management Department,unknown,unknown,875916,875916,593852.6,04/11/2023,,10,Competitive Acquisition,05/07/0022,6,Construction,1,MAT8308109,"MATOUS CONSTRUCTION II, LTD","MATOUS CONSTRUCTION, LTD OR MATOUS CONSTRUCTION",IFB,6100,CLMC898,12/09/2024,CT6100220425005253MAT8308109
CT,6100,22051000565,3,ACADEMY DRIVE WATER AND WASTEWATER PIPELINE RENEWAL,,Contract and Land Management Department,unknown,unknown,2360123.14,2360123.14,2151610.48,08/22/2023,,10,Competitive Acquisition,05/07/0022,5,Construction,1,FAC8317993,FACILITIES REHABILITATION INC,N/A,IFB,6100,CLMC897,12/09/2024,CT6100220510005653FAC8317993
CT,6100,22051700575,5,AIRPORT BOULEVARD - N. LAMAR BLVD TO 55TH STREET,,Contract and Land Management Department,unknown,unknown,13973985.31,13973985.31,7587168.79,08/19/2022,,10,Competitive Acquisition,04/09/0022,17,Construction,1,DEN8303211,DENUCCI CONSTRUCTORS L L C,N/A,IFB,6100,CLMC895,12/09/2024,CT6100220517005755DEN8303211
CT,6100,22052000582,8,STASSNEY LN FROM TERI RD TO BURLESON RD,,Contract and Land Management Department,unknown,unknown,8674279.27,8674279.27,7757124.96,08/15/2022,,10,Competitive Acquisition,05/21/0022,10,Construction,1,SMI8307578,M.A. SMITH CONTRACTING CO INC,SMITH CONTRACTING CO INC,IFB,6100,CLMC915,12/09/2024,CT6100220520005828SMI8307578
CT,6100,22060800624,5,PUBLIC SAFETY TRAINING CAMPUS RUNNING TRACK,,Contract and Land Management Department,unknown,unknown,1116560.58,1116560.58,1116560.27,11/17/2022,,10,Competitive Acquisition,06/11/0022,24,Construction,1,SOU7167450,RS ELLIS INC,SOUTHWEST CORPORATION,IFB,6100,CLMC817,12/09/2024,CT6100220608006245SOU7167450
CT,6100,22062900680,5,ZEBRA MUSSEL MITIGATION,,Contract and Land Management Department,unknown,unknown,4491157,4491157,1657417.82,01/26/2023,,10,Competitive Acquisition,06/18/0022,19,Professional Services,1,EXC7152535,"EXCEL CONSTRUCTION SERVICES, L L C",EXCEL CONSTRUCTION SVCS L L C,IFB,6100,CLMC919,12/09/2024,CT6100220629006805EXC7152535
CT,6100,22071800725,9,ROCK HARBOUR LIFT STATION IMPROVEMENTS,,Contract and Land Management Department,unknown,unknown,6304378,6304378,3534932.24,08/18/2022,,10,Competitive Acquisition,07/30/0022,34,Construction,1,EXC7152535,"EXCEL CONSTRUCTION SERVICES, L L C",EXCEL CONSTRUCTION SVCS L L C,IFB,6100,CLMC923,12/09/2024,CT6100220718007259EXC7152535
MA,6100,PA150000002,36,2014 ENVIRONMENTAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4800000,4381512.65,4159736.6,08/28/2014,12/31/2024,10,Competitive Acquisition,08/30/0014,22,Professional Services,1,WES5125100,WESTON SOLUTIONS INC,"WESTON SOLUTIONS, INC.",RFQS,6100,CLMP150,12/09/2024,MA6100PA15000000236WES5125100
MA,6100,PA150000002,36,2014 ENVIRONMENTAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4800000,4381512.65,4159736.6,08/28/2014,12/31/2024,10,Competitive Acquisition,08/30/0014,22,Professional Services,7,WOO7028055,URS CORP,N/A,RFQS,6100,CLMP150,12/09/2024,MA6100PA15000000236WOO7028055
MA,6100,PA150000005,47,2015 GENERAL ARCHITECTURAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4000000,3150902.7,2985359.34,01/29/2015,01/28/2024,55,Pers / Prof / Plan Svcs (252),10/18/0014,4,Sole and Single Source,5,BLG0714750,BLGY INC,BLGY ARCHITECTURE,RFQS,6100,CLMP158,12/09/2024,MA6100PA15000000547BLG0714750
MA,6100,PA150000005,47,2015 GENERAL ARCHITECTURAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4000000,3150902.7,2985359.34,01/29/2015,01/28/2024,55,Pers / Prof / Plan Svcs (252),10/18/0014,4,Sole and Single Source,9,LAU7158165,THE LAWRENCE GROUP INC,THE LAWRENCE GROUP,RFQS,6100,CLMP158,12/09/2024,MA6100PA15000000547LAU7158165
MA,6100,PA150000005,47,2015 GENERAL ARCHITECTURAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4000000,3150902.7,2985359.34,01/29/2015,01/28/2024,55,Pers / Prof / Plan Svcs (252),10/18/0014,4,Sole and Single Source,7,LIM7079715,LIMBACHER & GODFREY INC,N/A,RFQS,6100,CLMP158,12/09/2024,MA6100PA15000000547LIM7079715
MA,6100,PA150000005,47,2015 GENERAL ARCHITECTURAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4000000,3150902.7,2985359.34,01/29/2015,01/28/2024,55,Pers / Prof / Plan Svcs (252),10/18/0014,4,Sole and Single Source,3,MAR3044500,MWM DESIGNGROUP INC,"MWM DESIGNGROUP OR MARTINEZ, WRIGHT AND MENDEZ INC",RFQS,6100,CLMP158,12/09/2024,MA6100PA15000000547MAR3044500
MA,6100,SA210000018,2,RELAY & PROTECTION ENGINEERING SERVICES FOR ELECTRIC SYSTEM.,,Capital Contracting Office,unknown,unknown,2550000,1830858.83,1099915.13,06/07/2021,06/06/2025,55,Pers / Prof / Plan Svcs (252),03/27/0021,11,Sole and Single Source,1,STA7106205,STANLEY CONSULTANTS INC,N/A,RFQS,6100,CLMP310,12/09/2024,MA6100SA2100000182STA7106205
MA,8500,NA190000243,6,SECURITY & FIRE ALARM SYSTEMS MONITORING/MAINTENANCE/REPAIR,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,1200000,401429.16,352936.01,10/16/2019,10/15/2024,10,Competitive Acquisition,10/05/0019,26,Non-Professional Services,1,CON8321260,CONVERGINT TECHNOLOGIES L L C,N/A,IFB,8500,JOG1001,12/09/2024,MA8500NA1900002436CON8321260
